The Interview,3/1/2017,2,Comedy,"Evan Goldberg, Seth Rogen",http://www.imdb.com/title/tt2788710/
A Complete History of My Sexual Failures,28/01/2014,2,Documentary,Chris Waitt,http://www.imdb.com/title/tt1037033/
Pandora's Promise,29/01/2014,3,Documentary,Robert Stone,http://www.imdb.com/title/tt1992193/
Get Lucky,31/01/2014,2,Action,Sacha Bennett,http://www.imdb.com/title/tt2175669/
Quartet,4/2/2014,3,Drama,Dustin Hoffman,http://www.imdb.com/title/tt1441951/
Dallas Buyers Club,8/2/2014,4,Drama,Jean-Marc Vallée,http://www.imdb.com/title/tt0790636/
Movie 43,8/2/2014,1,Comedy,"Elizabeth Banks, Steven Brill",http://www.imdb.com/title/tt1333125
Punk's Not Dead,8/2/2014,3,Documentary,Susan Dynner,http://www.imdb.com/title/tt0350002/
Compliance,9/2/2014,3,Drama,Craig Zobel,http://www.imdb.com/title/tt1971352/
SLC Punk!,10/2/2014,2,Drama,James Merendino,http://www.imdb.com/title/tt0133189/
Our Idiot Brother,12/2/2014,2,Comedy,Jesse Peretz,http://www.imdb.com/title/tt1637706/
Filth,12/2/2014,3,Comedy,Jon S. Baird,http://www.imdb.com/title/tt1450321
Rushmore,14/02/2014,4,Comedy,Wes Anderson,http://www.imdb.com/title/tt0128445/
What The Future Sounded Like,15/02/2014,4,Documentary,Matthew Bate,http://www.imdb.com/title/tt1117541/
Riddick,22/02/2014,2,Sci-Fi,David Twohy,http://www.imdb.com/title/tt1411250/
Babylon A.D,22/02/2014,2,Action,Mathieu Kassovitz,http://www.imdb.com/title/tt0364970/
Rush,1/3/2014,3,Biography,Ron Howard,http://www.imdb.com/title/tt1979320/
Winning,1/3/2014,1,Action,James Goldstone,http://www.imdb.com/title/tt0065215/
Captain Phillips,6/3/2014,4,Biography,Paul Greengrass,http://www.imdb.com/title/tt1535109/
Thor - The Dark World,7/3/2014,2,Action,Alan Taylor,http://www.imdb.com/title/tt1981115/
MC5*: A True Testimonial,7/3/2014,3,Documentary,David C. Thomas,http://www.imdb.com/title/tt0333847/
Muscle Shoals,8/3/2014,3,Documentary,Greg 'Freddy’ Camalier,http://www.imdb.com/title/tt2492916/
Surfwise,8/3/2014,3,Documentary,Doug Pray,http://www.imdb.com/title/tt0479547/
Paul Williams Still Alive,9/3/2014,3,Documentary,Stephen Kessler,http://www.imdb.com/title/tt1956594/
Chasing Ice,9/3/2014,4,Documentary,Jeff Orlowski,http://www.imdb.com/title/tt1579361/
Revenge of the Electric Car,9/3/2014,3,Documentary,Chris Paine,http://www.imdb.com/title/tt1413496/
Bustin' Down the Door,9/3/2014,3,Documentary,Jeremy Gosch,http://www.imdb.com/title/tt1129921/
Overnight,10/3/2014,2,Documentary,"Tony Montana, Mark Brian Smith",http://www.imdb.com/title/tt0390336/
The Hunger Games,11/3/2014,3,Adventure,Gary Ross,http://www.imdb.com/title/tt1392170/
We Are Legion: The Story of the Hacktivists,11/3/2014,3,Documentary,Brian Knappenberger,http://www.imdb.com/title/tt2177843/
Iron Man 2,12/3/2014,3,Action,"Jon Favreau, Kenneth Branagh",http://www.imdb.com/title/tt1228705/
The Hunter,12/3/2014,4,Drama,Daniel Nettheim,http://www.imdb.com/title/tt1703148/
Polisse,13/03/2014,3,Drama,Maïwenn,http://www.imdb.com/title/tt1661420/
Lee Daniels' The Butler,14/03/2014,3,Biography,Lee Daniels,http://www.imdb.com/title/tt1327773/
Hodejegerne,15/03/2014,3,Crime,Morten Tyldum,http://www.imdb.com/title/tt1614989/
Bottle Shock,15/03/2014,3,Drama,Randall Miller,http://www.imdb.com/title/tt0914797/
The Pixar Story,15/03/2014,2,Documentary,Leslie Iwerks, http://www.imdb.com/title/tt1059955/
Oldeuboi,16/03/2014,5,Drama,Chan-wook Park,http://www.imdb.com/title/tt0364569/
De rouille et d’os,16/03/2014,4,Drama,Jacques Audiard,http://www.imdb.com/title/tt2053425/
11.6,16/03/2014,3,Drama,Philippe Godeau,http://www.imdb.com/title/tt2655788/
The Sweeney,19/03/2014,2,Crime,Nick Love,http://www.imdb.com/title/tt0857190/
Jagten,19/03/2014,4,Drama,Thomas Vinterberg,http://www.imdb.com/title/tt2106476/
Serbuan maut,19/03/2014,3,Action,Gareth Evans,http://www.imdb.com/title/tt1899353/
Amour,19/03/2014,3,Drama,Michael Haneke,http://www.imdb.com/title/tt1602620/
Life's a Breeze,20/03/2014,2,Comedy,Lance Daly,http://www.imdb.com/title/tt2132374/
The Avengers,20/03/2014,3,Action,Joss Whedon,http://www.imdb.com/title/tt0848228/
High Fidelity,20/03/2014,3,Comedy,Stephen Frears,http://www.imdb.com/title/tt0146882/
Last Days Here,21/03/2014,2,Documentary,"Don Argott, Demian Fenton",http://www.imdb.com/title/tt1723126/
The Bling Ring,22/03/2014,2,Biography,Sofia Coppola,http://www.imdb.com/title/tt2132285/
Dead in France,22/03/2014,1,Crime,Kris McManus,http://www.imdb.com/title/tt1716739/
Svartur á leik,23/03/2014,3,Crime,Óskar Thór Axelsson,http://www.imdb.com/title/tt1860181/
Le premier jour du reste de ta vie,23/03/2014,3,Drama,Rémi Bezançon,http://www.imdb.com/title/tt0926759/
Ginger and Rosa,24/03/2014,3,Drama,Sally Potter,http://www.imdb.com/title/tt2115295/
The Expendables 2,24/03/2014,1,Action,Simon West,http://www.imdb.com/title/tt1764651/
The Broken Circle Breakdown,25/03/2014,4,Drama,Felix van Groeningen,http://www.imdb.com/title/tt2024519/
Awaydays,26/03/2014,3,Drama,Pat Holden,http://www.imdb.com/title/tt1137436/
Rise of the Footsoldier,26/03/2014,2,Crime,Julian Gilbey,http://www.imdb.com/title/tt0901507/
Cass,27/03/2014,3,Biography,Jon S. Baird,http://www.imdb.com/title/tt0954981/
The Darkest Hour,27/03/2014,1,Action,Chris Gorak,http://www.imdb.com/title/tt1093357/
The Descendants,27/03/2014,3,Drama,Alexander Payne,http://www.imdb.com/title/tt1033575/
Sunshine on Leith,27/03/2014,2,Musical,Dexter Fletcher,http://www.imdb.com/title/tt2481198/
Jackie Brown,28/03/2014,3,Crime,Quentin Tarantino,http://www.imdb.com/title/tt0119396/
Rambo,28/03/2014,2,Action,Sylvester Stallone,http://www.imdb.com/title/tt0462499/
Once,28/03/2014,3,Drama,John Carney,http://www.imdb.com/title/tt0907657/
The Lone Ranger,29/03/2014,3,Action,Gore Verbinski,http://www.imdb.com/title/tt1210819/
God Bless America,29/03/2014,2,Comedy,Bobcat Goldthwait,http://www.imdb.com/title/tt1912398/
The Newton Boys,29/03/2014,2,Crime,Richard Linklater,http://www.imdb.com/title/tt0120769/
Midnight in Paris,29/03/2014,3,Comedy,Woody Allen,http://www.imdb.com/title/tt1605783/
Frozen,1/4/2014,3,Animation,"Chris Buck, Jennifer Lee",http://www.imdb.com/title/tt2294629/
Ender’s Game,4/4/2014,3,Sci-Fi,Gavin Hood,http://www.imdb.com/title/tt1731141/
The Rise,5/4/2014,3,Crime,Rowan Athale,http://www.imdb.com/title/tt1981140/
The Hunger Games: Catching Fire,5/4/2014,3,Adventure,Francis Lawrence,http://www.imdb.com/title/tt1951264/
Elfie Hopkins: Cannibal Hunter,6/4/2014,2,Horror,Ryan Andrews,http://www.imdb.com/title/tt1470022/
Romper Stomper,6/4/2014,3,Drama,Geoffrey Wright,http://www.imdb.com/title/tt0105275/
True Detective,11/4/2014,5,Crime,Nic Pizzolatto,http://www.imdb.com/title/tt2356777/
Snabba Cash,12/4/2014,3,Crime,Daniel Espinosa,http://www.imdb.com/title/tt1291652/
The Cabin in the Woods,12/4/2014,3,Horror,Drew Goddard,http://www.imdb.com/title/tt1259521/
Prisoners,13/04/2014,3,Drama,Denis Villeneuve,http://www.imdb.com/title/tt1392214/
The Shining,17/04/2014,5,Horror,Stanley Kubrick,http://www.imdb.com/title/tt0081505/
Full Metal Jacket,18/04/2014,4,Drama,Stanley Kubrick,http://www.imdb.com/title/tt0093058/
Wanderlust,18/04/2014,2,Comedy,David Wain,http://www.imdb.com/title/tt1655460/
The Family,18/04/2014,2,Comedy,Luc Besson,http://www.imdb.com/title/tt2404311/
Blue Is the Warmest Color,19/04/2014,4,Drama,Abdellatif Kechiche,http://www.imdb.com/title/tt2278871/
Foxfire,26/04/2014,2,Drama,Laurent Cantet,http://www.imdb.com/title/tt1772270/
Mongol: The Rise of Genghis Khan,3/5/2014,3,Drama,Sergey Bodrov,http://www.imdb.com/title/tt0416044/
Homefront,3/5/2014,2,Action,Gary Fleder,http://www.imdb.com/title/tt2312718/
Star Wars: Episode IV - A New Hope,4/5/2014,4,Action,George Lucas,http://www.imdb.com/title/tt0076759/
The Wind Rises,10/5/2014,4,Animation,Hayao Miyazaki,http://www.imdb.com/title/tt2013293/
Ponyo,11/5/2014,3,Animation,Hayao Miyazaki,http://www.imdb.com/title/tt0876563/
All Is Lost,17/05/2014,3,Drama,J.C. Chandor,http://www.imdb.com/title/tt2017038/
I Dream of Wires,1/5/2014,3,Documentary,Robert Fantinatto,http://www.imdb.com/title/tt3636334/
The Wolf of Wall Street,6/6/2014,3,Biography,Martin Scorsese,http://www.imdb.com/title/tt0993846/
The Monuments Men,20/06/2014,3,Biography,George Clooney,http://www.imdb.com/title/tt2177771/
Cleanskin,20/06/2014,3,Drama,Hadi Hajaig,http://www.imdb.com/title/tt1598873/
The Horseman,21/06/2014,2,Drama,Steven Kastrissios,http://www.imdb.com/title/tt1060255/
Fast Girls,27/06/2014,2,Drama,Regan Hall,http://www.imdb.com/title/tt1700808/
Outlander,28/06/2014,2,Sci-Fi,Howard McCain,http://www.imdb.com/title/tt0462465/
American Hustle,29/06/2014,4,Crime,David O. Russell,http://www.imdb.com/title/tt1800241/
Anchorman 2: The Legend Continues,29/06/2014,2,Comedy,Adam McKay,http://www.imdb.com/title/tt1229340/
A Fantastic Fear of Everything,3/7/2014,2,Comedy,Crispian Mills,http://www.imdb.com/title/tt2006040/
The Heat,5/7/2014,3,Comedy,Paul Feig,http://www.imdb.com/title/tt2404463/
Battleship,6/7/2014,2,Sci-Fi,Peter Berg,http://www.imdb.com/title/tt1440129/
Elysium,9/7/2014,3,Sci-Fi,Neill Blomkamp,http://www.imdb.com/title/tt1535108/
This Means War,12/7/2014,2,Action,McG,http://www.imdb.com/title/tt1596350/
Don't Worry About Me,14/07/2014,2,Drama,David Morrissey,http://www.imdb.com/title/tt1120920/
The Fifth Estate,25/07/2014,3,Drama,Bill Condon,http://www.imdb.com/title/tt1837703/
47 Ronin,31/07/2014,2,Action,Carl Rinsch,http://www.imdb.com/title/tt1335975/
Jack Ryan: Shadow Recruit,1/8/2014,2,Action,Kenneth Branagh,http://www.imdb.com/title/tt1205537/
Rush: Beyond the Lighted Stage,1/8/2014,3,Documentary,"Sam Dunn, Scot McFadyen",http://www.imdb.com/title/tt1545103/
Mayor of the Sunset Strip,2/8/2014,3,Documentary,George Hickenlooper,http://www.imdb.com/title/tt0230512/
Inside Llewyn Davis,6/8/2014,3,Drama,"Ethan Coen, Joel Coen",http://www.imdb.com/title/tt2042568/
Marley,7/8/2014,3,Documentary,Kevin Macdonald,http://www.imdb.com/title/tt1183919/
Downloaded,9/8/2014,3,Documentary,Alex Winter,http://www.imdb.com/title/tt2033981/
Something Ventured,10/8/2014,3,Documentary,"Daniel Geller, Dayna Goldfine",http://www.imdb.com/title/tt1737747/
Last Vegas,19/08/2014,2,Comedy,Jon Turteltaub,http://www.imdb.com/title/tt1204975/ 
Labor Day,20/08/2014,3,Drama,Jason Reitman,http://www.imdb.com/title/tt1967545/
Mirage Men,21/08/2014,2,Documentary,"John Lundberg, Roland Denning",http://www.imdb.com/title/tt2254010/
12 Years a Slave,24/08/2014,3,Biography,Steve McQueen,http://www.imdb.com/title/tt2024544/
Dances with Wolves,25/08/2014,3,Adventure ,Kevin Costner,http://www.imdb.com/title/tt0099348/
Rien Ne Va Plus,25/08/2014,2,Comedy,Claude Chabrol,http://www.imdb.com/title/tt0120018/
Coast Modern,26/08/2014,4,Documentary,"Mike Bernard, Gavin Froome",http://www.imdb.com/title/tt1978418/
Her,27/08/2014,4,Drama,Spike Jonze,http://www.imdb.com/title/tt1798709/
Noah,5/9/2014,2,Action,Darren Aronofsky,http://www.imdb.com/title/tt1959490/
Tim's Vermeer,21/09/2014,3,Documentary,Teller,http://www.imdb.com/title/tt3089388/
"I, Frankenstein",25/09/2014,2,Action,Stuart Beattie,http://www.imdb.com/title/tt1418377/
The Million Dollar Arm,4/10/2014,3,Biography,Craig Gillespie,http://www.imdb.com/title/tt1647668/
Frank,4/10/2014,3,Comedy,Lenny Abrahamson,http://www.imdb.com/title/tt1605717/
22 Jump Street,4/10/2014,2,Comedy,Phil Lord,http://www.imdb.com/title/tt2294449/
Neighbours,4/10/2014,2,Comedy,Nicholas Stoller,http://www.imdb.com/title/tt2004420/
Chef,4/10/2014,3,Comedy,Jon Favreau,http://www.imdb.com/title/tt2883512/
Big Star: Nothing Can Hurt Me,11/10/2014,4,Documentary,"Drew DeNicola, Olivia Mori",http://www.imdb.com/title/tt2290151/
The Punk Singer,12/10/2014,3,Documentary,Sini Anderson,http://www.imdb.com/title/tt1785612/
A Band Called Death,13/10/2014,3,Documentary,"Mark Christopher Covino, Jeff Howlett",http://www.imdb.com/title/tt2064713/
Jiro Dreams of Sushi,13/10/2014,4,Documentary,David Gelb,http://www.imdb.com/title/tt1772925/
Edge of Tomorrow,14/10/2014,4,Action,Doug Liman,http://www.imdb.com/title/tt1631867/
Fading Gigolo,14/10/2014,3,Comedy,John Turturro,http://www.imdb.com/title/tt2258345/
The Shield,16/10/2014,4,Crime,Shawn Ryan,http://www.imdb.com/title/tt0286486/
Margin Call,23/10/2014,3,Drama, J.C. Chandor,http://www.imdb.com/title/tt1615147
Made in America, 24/10/2014,2,Documentary,Ron Howard,http://www.imdb.com/title/tt2366572/
Sunset Strip, 25/10/2014,3,Documentary,Hans Fjellestad,http://www.imdb.com/title/tt1542485/
Dom Hemingway,26/10/2014,3,Crime,Richard Shepard,http://www.imdb.com/title/tt2402105/
We Are The Best!,31/10/2014,3,Drama,Lukas Moodysson,http://www.imdb.com/title/tt2364975/
Bad Brains: A Band in DC,1/11/2014,3,Documentary,"Ben Logan, Mandy Stein",http://www.imdb.com/title/tt2243163/
Divergent, 02/11/2014,2,Action,Neil Burger,http://www.imdb.com/title/tt1840309/
Water For Elephants,7/11/2014,3,Drama,Francis Lawrence,http://www.imdb.com/title/tt1067583/
Northern Soul,8/11/2014,3,Drama,Elaine Constantine,http://www.imdb.com/title/tt1837613/
Supermensch: The Legend of Shep Gordon,8/11/2014,3,Documentary,"Beth Aala, Mike Myers",http://www.imdb.com/title/tt3074780/
Interstellar,10/11/2014,4,Sci-Fi,Christopher Nolan,http://www.imdb.com/title/tt0816692/
Blackfish,11/11/2014,3,Documentary,Gabriela Cowperthwaite,http://www.imdb.com/title/tt2545118/
Le Week-end,13/11/2014,3,Comedy,Roger Michell,http://www.imdb.com/title/tt2392326/
Under The Skin,14/11/2014,3,Sci-Fi,Jonathan Glazer,http://www.imdb.com/title/tt1441395/
A Long Way Down,15/11/2014,3,Comedy,Pascal Chaumeil,http://www.imdb.com/title/tt0458413/
Conan the Barbarian,15/11/2014,2,Action,Marcus Nispel,http://www.imdb.com/title/tt0816462/
Artifact,20/11/2014,2,Documentary,Jared Leto,http://www.imdb.com/title/tt2370718/
Transcendence,21/11/2014,2,Sci-Fi,Wally Pfister,http://www.imdb.com/title/tt2209764/ 
Don't Stop Believin': Everyman's Journey,2/12/2014,2,Documentary,Ramona S. Diaz,http://www.imdb.com/title/tt1308756/
Print the Legend,4/12/2014,2,Documentary,"Luis Lopez, J. Clay Tweel",http://www.imdb.com/title/tt3557464/
Frances Ha,5/12/2014,3,Comedy,Noah Baumbach,http://www.imdb.com/title/tt2347569/
Cutie and the Boxer,6/12/2014,3,Documentary,Zachary Heinzerling,http://www.imdb.com/title/tt2355540/
Milius,7/12/2014,3,Documentary,"Joey Figueroa, Zak Knutson",http://www.imdb.com/title/tt2370224/
The Double,7/12/2014,3,Drama,Richard Ayoade,http://www.imdb.com/title/tt1825157/
The Hobbit: The Desolation of Smaug,8/12/2014,3,Adventure,Peter Jackson,http://www.imdb.com/title/tt1170358/
The Frozen Ground,10/12/2014,2,Crime,Scott Walker,http://www.imdb.com/title/tt2005374/
Violet and Daisy,12/12/2014,3,Action,Geoffrey Fletcher,http://www.imdb.com/title/tt1634136/
Scott Walker: 30 Century Man,13/12/2014,3,Documentary,Stephen Kijak,http://www.imdb.com/title/tt0486541/
Viva Joe Strummer: The Clash and Beyond,13/12/2014,2,Documentary,Mike Parkinson,http://www.imdb.com/title/tt0808531/
Guardians of the Galaxy,14/12/2014,3,Action,James Gunn,http://www.imdb.com/title/tt2015381/
RoboCop,19/12/2014,2,Action,José Padilha,http://www.imdb.com/title/tt1234721/
Marc Bolan: The Final Word,20/12/2014,1,Documentary,Mark Tinkler,http://www.imdb.com/title/tt1127851/
I'm Still Here,20/12/2014,2,Comedy,Casey Affleck,http://www.imdb.com/title/tt1356864/
Free To Play, 22/12/2014,3,Documentary,Valve,http://www.imdb.com/title/tt3203290/
Léon: The Professional,25/12/2014,5,Crime,Luc Besson,http://www.imdb.com/title/tt0110413/
Moon,25/12/2014,4,Sci-Fi,Duncan Jones,http://www.imdb.com/title/tt1182345/
The Shawshank Redemption,27/12/2014,5,Drama,Frank Darabont,http://www.imdb.com/title/tt0111161/
The Stag,27/12/2014,2,Comedy,John Butler,http://www.imdb.com/title/tt2573858/
Free Ride,28/12/2014,2,Drama,Shana Betz,http://www.imdb.com/title/tt1839482/
Begin Again,29/12/2014,3,Drama,John Carney,http://www.imdb.com/title/tt1980929/
Stalker,30/12/2014,4,Sci-Fi,Andrei Tarkovsky,http://www.imdb.com/title/tt0079944/
Locke,30/12/2014,3,Drama,Steven Knight,http://www.imdb.com/title/tt2692904/
Gold,30/12/2014,2,Drama,Niall Heery,http://www.imdb.com/title/tt3134422/
